Station,StationDescription,CBSeg2003,CBSeg2003Description,CBSegmentShed2009,CBSegmentShed2009Description,HUC8,HUC12,FIPS,State,CountyCity,USGSGage,FallLine,Latitude,Longitude,UTMX,UTMY,LLDatum
"ANA30","Across The Anacostia River Main Navigational Channel; Across The Most Downstream Dock Of The Bladenburg Marina","NGISS ","Tidal Station No GIS Segment","ANATF_MD  ","Anacostia River-Tidal Fresh Region In Maryland","02070010","020700100204","24033","MD","Prince Georges",,"B",38.93388,-76.93806,332017,4311224,"WGS84 "
"ARK.AR.1","Anacostia River 1; Floating Dock by National Arboretum","ANATF ","Anacostia River-Tidal Fresh Region",,,"02070010","020700100204","11001","DC","District Of Columbia",,"B",38.91160,-76.95460,330530,4308783,"NAD83 "
"ARK.AR.2","Anacostia River 2; Hickey Run (Anacostia Tributary)",,,"ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.90980,-76.96180,329902,4308597,"NAD83 "
"ARK.AR.3","Anacostia River 3; Kingman Lake at Floating Dock",,,"ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.89390,-76.96550,329543,4306839,"NAD83 "
"ARK.AR.4","Anacostia River 4; Anacostia Park Boat Ramp Dock","ANATF ","Anacostia River-Tidal Fresh Region",,,"02070010","020700100204","11001","DC","District Of Columbia",,"B",38.87990,-76.97090,329041,4305295,"NAD83 "
"ARK.AR.5","Anacostia River 5; Yards Marina","ANATF ","Anacostia River-Tidal Fresh Region",,,"02070010","020700100204","11001","DC","District Of Columbia",,"B",38.87278,-77.00060,326447,4304561,"NAD83 "
"ARK.AR.6","Anacostia River 6; Buzzard Point at James Creek Marina",,,"ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.86535,-77.01020,325596,4303755,"NAD83 "
"ARK.AR.7","Anacostia River 7; Washington Channel","ANATF ","Anacostia River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.87740,-77.02460,324376,4305120,"NAD83 "
"ARK.PR.1","Potomac River 1; Battery Kemble Creek",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","11001","DC","District Of Columbia",,"A",38.92586,-77.09510,318384,4310636,"NAD83 "
"ARK.PR.2","Potomac River 2; Fletchers Boat House","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"A",38.91870,-77.10310,317672,4309857,"NAD83 "
"ARK.PR.3","Potomac River 3; Foundry Branch",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","11001","DC","District Of Columbia",,"A",38.91583,-77.08306,319402,4309499,"NAD83 "
"ARK.PR.4","Potomac River 4; Washington Canoe Club","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.90431,-77.07193,320338,4308198,"NAD83 "
"ARK.PR.5","Potomac River 5; Thompson Boat Center","POTTF ","Potomac River-Tidal Fresh Region","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","11001","DC","District Of Columbia",,"B",38.90008,-77.05842,321499,4307702,"NAD83 "
"ARK.PR.6","Potomac River 6; Tidal Basin",,,"ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100103","11001","DC","District Of Columbia",,"B",38.88495,-77.03550,323449,4305979,"NAD83 "
"ARK.PR.7","Potomac River 7; Columbia Island",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","11001","DC","District Of Columbia",,"B",38.87637,-77.04671,322456,4305048,"NAD83 "
"ARK.RC.1","Rock Creek 1; Rock Creek at Juniper St",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100102","11001","DC","District Of Columbia",,"A",38.98320,-77.04070,323243,4316893,"NAD83 "
"ARK.RC.2","Rock Creek 2; Pinehurst Branch",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100102","11001","DC","District Of Columbia",,"A",38.97634,-77.05220,322229,4316154,"NAD83 "
"ARK.RC.3","Rock Creek 3; Broad Branch",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100102","11001","DC","District Of Columbia",,"A",38.95748,-77.06218,321317,4314080,"NAD83 "
"ARK.RC.4","Rock Creek 4; Soapstone Creek",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100102","11001","DC","District Of Columbia",,"A",38.94660,-77.05575,321847,4312860,"NAD83 "
"ARK.RC.5","Rock Creek 5; Melvin Hazen Run",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100102","11001","DC","District Of Columbia",,"A",38.93831,-77.05258,322101,4311934,"NAD83 "
"ARK.RC.6","Rock Creek 6; Rock Creek below Piney Branch",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100102","11001","DC","District Of Columbia",,"A",38.93337,-77.05024,322292,4311381,"NAD83 "
"ARK.RC.7","Rock Creek 7; Normanstone Run",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100102","11001","DC","District Of Columbia",,"A",38.92176,-77.06027,321393,4310112,"NAD83 "
"ARK.RC.8","Rock Creek 8; P Street Branch",,,"POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100102","11001","DC","District Of Columbia",,"B",38.90890,-77.05070,322191,4308666,"NAD83 "
"IH1","Cove At Ih Pilot Plant Complex On Potomac River","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100805","24017","MD","Charles",,"B",38.58559,-77.19213,309066,4273069,"NAD83 "
"KNG01","Kingman Lake Upstream Of The East Capital Street Bridge Along The West Bank","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.89039,-76.94414,331387,4306409,"NAD83 "
"KNG02","Kingman Lake Upstream Of The Bennning Road Bridge Along The West Bank","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.89761,-76.96581,329524,4307251,"NAD83 "
"NWA0016","(NTN) Nw Branch Anacostia River Near Hyattsville; Md","NTGISS","NonTidal Station Outside of Segment Coverage","ANATF_MD  ","Anacostia River-Tidal Fresh Region In Maryland","02070010","020700100201","24033","MD","Prince Georges","01651000","A",38.95223,-76.96606,329633,4313313,"NAD83 "
"PIS0033","Piscataway Creek Bridge On Maryland Route 210; Characterizes Tidal Fresh Zone","NGISS ","Tidal Station No GIS Segment","PISTF     ","Piscataway Creek-Tidal Fresh Region","02070010","020700100305","24033","MD","Prince Georges",,"B",38.69842,-76.98673,327230,4285183,"NAD83 "
"PMS01","Fletcher's Boathouse","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.91789,-77.10470,317531,4309770,"NAD83 "
"PMS02","Potomac River; South Across The Northwest Corner Of Georgetown Reservoir","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.91456,-77.10248,317715,4309396,"NAD83 "
"PMS03","Fletcher's Boathouse South","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.91122,-77.09998,317923,4309021,"NAD83 "
"PMS05","Windy Run Waterfall","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.90650,-77.09220,318585,4308481,"NAD83 "
"PMS07","Spout Run","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.90372,-77.08387,319301,4308156,"NAD83 "
"PMS08","Three Sisters Island","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.90345,-77.07942,319686,4308117,"NAD83 "
"PMS09","Georgetown University In Line With Both Spires","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.90289,-77.07497,320070,4308046,"NAD83 "
"PMS10","Upstream Of Key Bridge","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.90233,-77.06942,320550,4307973,"NAD83 "
"PMS11","Roosevelt Island West","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.90150,-77.06554,320885,4307874,"NAD83 "
"PMS12","Large "g" On Cement Wall","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.90039,-77.06136,321244,4307742,"NAD83 "
"PMS13","South Bank Of Rock Creek","POTTF ","Potomac River-Tidal Fresh Region","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","11001","DC","District Of Columbia",,"B",38.89845,-77.05776,321552,4307520,"NAD83 "
"PMS16","50m Upstream Of Memorial Bridge","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.88817,-77.05415,321839,4306372,"NAD83 "
"PMS18","100m South Of Cable Crossing","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.88122,-77.05192,322015,4305596,"NAD83 "
"PMS21","14th Street Bridge","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.87428,-77.04220,322841,4304807,"NAD83 "
"PMS23","Line Between Gravelly Point And North Course Marker","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.86984,-77.03414,323530,4304299,"NAD83 "
"PMS25","Halfway Between Nun Bouy 4 And 6; Roaches Run","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.86317,-77.02914,323947,4303549,"NAD83 "
"PMS27","Halfway Between Nun Bouy 2 And 4; National Airport North","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.85706,-77.02608,324197,4302865,"NAD83 "
"PMS29","150m Downstream Of Black And Red Flasher; Hains Point","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100301","11001","DC","District Of Columbia",,"B",38.85039,-77.02220,324518,4302117,"NAD83 "
"PMS31","Geisboro Point South; 200m South Of Can #11","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100301","11001","DC","District Of Columbia",,"B",38.84289,-77.02359,324379,4301287,"NAD83 "
"PMS33","Four Mile Run North; 150m North Of Bolling Mar. Inlet","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100301","11001","DC","District Of Columbia",,"B",38.83567,-77.02637,324120,4300491,"NAD83 "
"PMS35","Dangerfield Island North; In Line With Naval Research Lab Tower","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100301","11001","DC","District Of Columbia",,"B",38.82872,-77.02970,323813,4299726,"NAD83 "
"PMS37","100m South Of Naval Research Lab Pier","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100301","11001","DC","District Of Columbia",,"B",38.82178,-77.03109,323676,4298959,"NAD83 "
"PMS39","Blue Plains; 100m West Of Can #1","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100301","11001","DC","District Of Columbia",,"B",38.81400,-77.03387,323415,4298101,"NAD83 "
"PMS41","Torpedo Factory; 200m West Of Nun Bouy #4","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100301","11001","DC","District Of Columbia",,"B",38.80650,-77.03581,323228,4297272,"NAD83 "
"PMS44","Woodrow Wilson Memorial Bridge; 50m Upstream Of Draw Span","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100307","11001","DC","District Of Columbia",,"B",38.79483,-77.03692,323103,4295979,"NAD83 "
"PMS46","Hunting Creek North; Opposite South End Of Parkway Building","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100307","24033","MD","Prince Georges",,"B",38.78706,-77.03720,323059,4295117,"NAD83 "
"PMS48","Hunting Creek South; 250m Southwest Of R #90","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100307","24033","MD","Prince Georges",,"B",38.77956,-77.03553,323186,4294282,"NAD83 "
"PMS51","Across From Rosier Bluff; 100m West Of Bouy #88","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100307","24033","MD","Prince Georges",,"B",38.77011,-77.03136,323525,4293225,"NAD83 "
"PTB01","Off Center Of Constitution Avenue Bridge","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100103","11001","DC","District Of Columbia",,"B",38.88706,-77.03942,323114,4306220,"NAD83 "
"PWC04","Washington Channel; 100m West Of North Side Of Municipal Pier","ANATF ","Anacostia River-Tidal Fresh Region",,,"02070010","020700100103","11001","DC","District Of Columbia",,"B",38.87372,-77.02220,324575,4304706,"NAD83 "
"PWSWCD.PWSWCD_PL44_19_CMP17","YoungsBranch_BR18",,,"POTTF_VA  ","Potomac River-Tidal Fresh Region In Virginia","02070010","020700100606","51061","VA","Fauquier",,"A",38.56752,-77.55698,277229,4271886,"NAD83 "
"TBK01","Battery Kemble/Fletcher's Boathouse; Canal Street N.W.","NTGISS","NonTidal Station Outside of Segment Coverage","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","51013","VA","Arlington",,"A",38.91789,-77.12054,316157,4309802,"NAD83 "
"TCO01","C&O Canal Georgetown; 25 Yards West Of 29th Street N.W.","NTGISS","NonTidal Station Outside of Segment Coverage","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","51013","VA","Arlington",,"A",38.89456,-77.07470,320073,4307121,"NAD83 "
"TCO06","C&O Canal Fletcher's Boathouse; Canal Street N.W.","NTGISS","NonTidal Station Outside of Segment Coverage","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","11001","DC","District Of Columbia",,"A",38.92761,-77.10136,317845,4310842,"NAD83 "
"TDA01","Dalecarlia And Weatherhill Roads N.W.; Upstream Of Reservoir Gate","NTGISS","NonTidal Station Outside of Segment Coverage","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","51013","VA","Arlington",,"A",38.92872,-77.12193,316065,4311007,"NAD83 "
"TDU01","Fort Dupont; Railroad Yard Under Anacostia Freeway","NTGISS","NonTidal Station Outside of Segment Coverage","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"A",38.88345,-76.97636,328575,4305699,"NAD83 "
"TF2.1","At Fl Bouy 77 Off Mouth Of Piscataway Creek; Characterizes Tidal Fresh Zone","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100307","24033","MD","Prince Georges",,"B",38.70664,-77.04876,321855,4286215,"NAD83 "
"TF2.2","Bouy 67 Off Mouth Of Piscataway Creek; Characterizes Tidal Fresh Zone","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100307","24017","MD","Charles",,"B",38.69067,-77.11111,316392,4284565,"NAD83 "
"TF2.3","Bouy N 54 Mid-Channel Off Indianhead; Characterizes Tidal Fresh Zone","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100805","24017","MD","Charles",,"B",38.60820,-77.17390,310714,4275540,"NAD83 "
"TFB01","Foundry Branch Park; 50 Yards South Of Entrance To Tws Apartments","NTGISS","NonTidal Station Outside of Segment Coverage","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","11001","DC","District Of Columbia",,"A",38.91928,-77.08303,319413,4309881,"NAD83 "
"TFB02","New Foundry Branch;Right On 29thst; Cross M;And Take Sample By Steel Bridge","NTGISS","NonTidal Station Outside of Segment Coverage","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100103","11001","DC","District Of Columbia",,"A",38.93417,-77.07889,319810,4311526,"NAD83 "
"TFC01","Fort Chapin; Corner Of C Street And Burbank S.E.","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.88678,-76.93720,331980,4305996,"NAD83 "
"TFD01","Fort Davis; Pennsylvania Avenue At 33rd Street S.E.","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.87011,-76.95803,330134,4304184,"NAD83 "
"TFE01","North Portal St; Nw On The Left Side","NTGISS","NonTidal Station Outside of Segment Coverage","ANATF_MD  ","Anacostia River-Tidal Fresh Region In Maryland","02070010","020700100201","24031","MD","Montgomery",,"A",39.01250,-77.04361,323063,4320150,"NAD83 "
"TFS01","Fort Stanton; Rear Of Apartment 1907; Good Hope Road S.E.","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.86678,-76.97470,328679,4303846,"NAD83 "
"THR01","National Arboretum; North Side Of Bridge On Hickory Lane N.E.","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.90844,-76.96220,329863,4308446,"NAD83 "
"THR02","(Nontidal) 2100 Blk. Of Adams Place Ne Off Queen Chapel Rd. Behind The Trash Transfer Station","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.92017,-76.97498,328783,4309772,"NAD83 "
"TNA01","Nash Run; Anacostia Avenue N.E.","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.91011,-76.94136,331674,4308593,"NAD83 "
"TOR01","Oxon Run; 100 Yards Below Audrey Lane In Oxon Hill; Md","NGISS ","Tidal Station No GIS Segment","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100301","51510","VA","Alexandria City",,"B",38.83178,-77.04081,322856,4300087,"NAD83 "
"TPB01","Fairlawn Avenue Between M Street And M Place S.E.","NGISS ","Tidal Station No GIS Segment","POTTF_DC  ","Potomac River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.88678,-76.97636,328583,4306068,"NAD83 "
"TTX27","Texas Avenue At 27th Street S.E.","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.86845,-76.96914,329166,4304021,"NAD83 "
"TUT01","The Unnamed Tributary; 400 Yards South Of The Intersection Of New York And South Dakota Aves.; Se Just Downstream Of Inclusion Of Second Smaller Tributary","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.91845,-76.95248,330730,4309539,"NAD83 "
"TWB01","Watts Branch; Kenilworth Park S.E.","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.90345,-76.94553,331297,4307861,"NAD83 "
"TWB02","Watts Branch Downstream Of Railroad Bridge; Near Storm Sewer Discharge Area","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.89789,-76.94859,331018,4307250,"NAD83 "
"TWB03","Watts Branch Just Upstream Of 48th St.; Se Bridge","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.89567,-76.93858,331881,4306985,"NAD83 "
"TWB04","Watts Branch Just Downstream Of First Storm Sewer Below Division Ave.; Se Bridge","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.89372,-76.92886,332720,4306750,"NAD83 "
"TWB05","Watts Branch; North Tributary Above Confluence Of Northern Headwater Tributary Under The Footbridge At 61st St.; Se","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.89400,-76.91470,333949,4306756,"NAD83 "
"TWB06","Watts Branch; South Tributary Just Downstream And South Of Footbridge At 61st St.; Se","NGISS ","Tidal Station No GIS Segment","ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.89372,-76.93192,332454,4306756,"NAD83 "
"USNADC.HICRUN1","Hickey Run above the spring house run junction off of Hickey Lane",,,"ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.91468,-76.96696,329465,4309147,"NAD83 "
"USNADC.HICRUN2","Hickey Run below the spring house run junction off of Meadow Road",,,"ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.91247,-76.96569,329570,4308900,"NAD83 "
"USNADC.SPRHOURUN1","Spring House Run at the outflow just south of New York Avenue",,,"ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.91648,-76.96256,329851,4309339,"NAD83 "
"USNADC.SPRHOURUN2","Spring House Run in the pool after the waterfall",,,"ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.91495,-76.96328,329785,4309170,"NAD83 "
"USNADC.SPRHOURUN3","Spring House Run at the end of the restoration project at the corner of Valley Road and Meadow Road",,,"ANATF_DC  ","Anacostia River-Tidal Fresh Region In Dc","02070010","020700100204","11001","DC","District Of Columbia",,"B",38.91317,-76.96493,329638,4308976,"NAD83 "
"XEA6046","Conmon Station; Neabsco Creek","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100804","51153","VA","Prince William",,"B",38.60000,-77.25700,303455,4274805,"NAD83 "
"XEA8467","Belmont Bay At Mouth Of Occoquan River","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100803","51059","VA","Fairfax",,"B",38.66000,-77.23000,305968,4281406,"NAD83 "
"XEA9461","Potomac River - Occoquan","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100803","51153","VA","Prince William",,"B",38.65590,-77.23210,305774,4280956,"NAD83 "
"XFB0231","Fenwick","NGISS ","Tidal Station No GIS Segment","POTTF_MD  ","Potomac River-Tidal Fresh Region In Maryland","02070010","020700100307","24017","MD","Charles",,"B",38.66993,-77.11513,315990,4282272,"NAD83 "
"XFB0500","Gunston Cove","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100402","51059","VA","Fairfax",,"B",38.67580,-77.16630,311553,4283027,"NAD83 "
"XFB1839","Potomac River","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100307","24017","MD","Charles",,"B",38.69610,-77.10220,317181,4285150,"NAD83 "
"XFB1986","Piscataway Creek At Fort Washington Marina At Day Marker 6; Characterizes Tidal Fresh Zone","PISTF ","Piscataway Creek-Tidal Fresh Region",,,"02070010","020700100305","24033","MD","Prince Georges",,"B",38.69787,-77.02317,324059,4285192,"NAD83 "
"XFB2184","Piscataway","PISTF ","Piscataway Creek-Tidal Fresh Region",,,"02070010","020700100305","24033","MD","Prince Georges",,"B",38.70157,-77.02593,323828,4285608,"NAD83 "
"XFB5581","Potomac River","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100307","24033","MD","Prince Georges",,"B",38.75920,-77.03120,323512,4292014,"NAD83 "
"XFB7379","Potomac River Cbibs Buoy; Woodrow Wilson Bridge","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100307","24033","MD","Prince Georges",,"B",38.78767,-77.03565,323195,4295182,"NAD83 "
"XFB8408","Potomac River","POTTF ","Potomac River-Tidal Fresh Region",,,"02070010","020700100301","11001","DC","District Of Columbia",,"B",38.80790,-77.03210,323554,4297420,"NAD83 "
"01658000","(NTN) Mattawoman Creek Near Pomonkey;Md",,,"MATTF     ","Mattawoman Creek-Tidal Fresh Region","02070011","020700110102","24017","MD","Charles","01658000","B",38.59621,-77.05609,320943,4273973,"NAD83 "
"1AAUA001.39","(Tidal) Red Daymarker #12","NGISS ","Tidal Station No GIS Segment","POTOH_VA  ","Potomac River-Oligohaline Region In Virginia","02070011","020700110203","51179","VA","Stafford",,"B",38.40000,-77.32000,297408,4252745,"NAD83 "
"1AAUA003.71","(Tidal) Just Before Railroad Bridge","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110203","51179","VA","Stafford",,"B",38.42305,-77.35528,294392,4255382,"NAD83 "
"1ACHO000.47","(Tidal) 500 Yds Upstream Of Quanitco Boat Ramp","NGISS ","Tidal Station No GIS Segment","POTOH_VA  ","Potomac River-Oligohaline Region In Virginia","02070011","020700110105","51179","VA","Stafford",,"B",38.50000,-77.31000,298560,4263822,"NAD83 "
"1APOM000.60","(Tidal)red Buoy #4","NGISS ","Tidal Station No GIS Segment","POTOH1_MD ","Potomac River-Oligohaline Region Segment 1 In Md","02070011","020700110207","51099","VA","King George",,"B",38.34000,-77.29000,299863,4246021,"NAD83 "
"1APOM002.41","(Tidal) Nw Of Marker #8","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110206","51179","VA","Stafford",,"B",38.34750,-77.32750,296606,4246935,"NAD83 "
"1AQUA000.43","(Tidal) 100 Yds Upstream Of Rail Road Bridge","POTTF ","Potomac River-Tidal Fresh Region",,,"02070011","020700110106","24017","MD","Charles",,"B",38.53000,-77.28000,301259,4267086,"NAD83 "
"1ASOQ006.73","(NTN) South Fork Quantico Creek Near Independent Hill; Va","NTGISS","NonTidal Station Outside of Segment Coverage","POTTF_VA  ","Potomac River-Tidal Fresh Region In Virginia","02070011","020700110104","51153","VA","Prince William","01658500","A",38.58722,-77.42889,288447,4273769,"NAD83 "
"755D",,,,,,"02070011","020700111001","24037","MD","Saint Marys",,,37.92230,-76.26360,388940,4197946,"UNKWN "
"ACB.CM1","Caledon Marsh 1","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110303","51099","VA","King George",,"B",38.34349,-77.16822,310516,4246151,"NAD83 "
"ACB.CM2","Caledon Marsh 2","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110303","51099","VA","King George",,"B",38.34381,-77.17039,310328,4246191,"NAD83 "
"ACB.COARIV3.0","End of the pier at 886 Bundick Road on the Coan River at the Bundick Wharf","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110805","51133","VA","Northumberland",,"B",37.95810,-76.48242,369769,4202202,"NAD83 "
"ACB.JP","Jones Pond","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110303","51099","VA","King George",,"B",38.36389,-77.14221,312842,4248362,"NAD83 "
"ACB.LMC","Lower Machadoc Creek; Private doc on 324 Peaceful Harbor Lane, Hague VA 22469","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110803","51193","VA","Westmoreland",,"B",38.11827,-76.63581,356606,4220201,"NAD83 "
